,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Battle Lines
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Battle Lines
BASHIR,0,0,0,0,0,0,0,0,0,0,0,1,84,0,0,4,0,0,0,0,70,12,1,The Storyteller
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
DAX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12,1,The Storyteller
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
JAKE,0,0,0,0,0,0,0,0,0,0,55,6,0,0,0,1,0,0,0,0,47,12,1,The Storyteller
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,8,12,1,The Storyteller
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
NOG,0,0,0,0,0,0,55,0,0,0,0,3,0,0,0,0,0,0,0,0,45,12,1,The Storyteller
ODO,1,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,6,12,1,The Storyteller
O'BRIEN,84,0,1,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,92,12,1,The Storyteller
QUARK,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,12,1,The Storyteller
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
SISKO,4,0,1,0,0,0,1,0,9,0,0,0,6,0,0,0,0,0,0,0,37,12,1,The Storyteller
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Storyteller
BASHIR,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,11,13,1,Progress
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
DAX,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,12,13,1,Progress
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
JAKE,0,0,0,0,0,0,2,0,0,0,41,0,4,3,0,0,0,0,0,0,33,13,1,Progress
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
KIRA,7,0,19,0,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,115,13,1,Progress
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
NOG,0,0,0,0,0,0,41,0,0,0,0,0,14,13,0,0,0,0,0,0,49,13,1,Progress
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,13,1,Progress
O'BRIEN,0,0,1,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,11,13,1,Progress
QUARK,0,0,0,0,0,0,3,0,0,0,13,10,0,2,0,0,0,0,0,0,15,13,1,Progress
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
SISKO,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,26,13,1,Progress
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Progress
BASHIR,8,0,36,0,0,0,0,0,5,0,0,1,4,0,0,5,0,0,0,0,34,14,1,If Wishes Were Horses
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
DAX,36,0,4,0,0,0,0,0,9,0,0,0,26,0,0,35,0,0,0,0,61,14,1,If Wishes Were Horses
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
JAKE,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,10,14,1,If Wishes Were Horses
KEIKO,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,7,14,1,If Wishes Were Horses
KIRA,5,0,9,0,0,0,0,1,2,0,0,3,8,0,0,12,0,0,0,0,24,14,1,If Wishes Were Horses
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
ODO,1,0,0,0,0,0,0,0,3,0,0,0,1,19,0,15,0,0,0,0,28,14,1,If Wishes Were Horses
O'BRIEN,4,0,26,0,0,0,0,4,8,0,0,1,0,0,0,25,0,0,0,0,60,14,1,If Wishes Were Horses
QUARK,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,12,14,1,If Wishes Were Horses
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
SISKO,5,0,35,0,0,0,5,0,12,0,0,15,25,0,0,0,0,0,0,0,76,14,1,If Wishes Were Horses
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,If Wishes Were Horses
BASHIR,2,0,1,0,0,0,0,0,0,0,0,2,3,4,0,19,0,0,0,0,36,15,1,The Forsaken
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
DAX,1,0,0,0,0,0,0,0,9,0,0,2,25,0,0,9,0,0,0,0,31,15,1,The Forsaken
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
KIRA,0,0,9,0,0,0,0,0,0,0,0,9,2,0,0,13,0,0,0,0,24,15,1,The Forsaken
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
ODO,2,0,2,0,0,0,0,0,9,0,0,8,0,2,0,27,0,0,0,0,85,15,1,The Forsaken
O'BRIEN,3,0,25,0,0,0,0,0,2,0,0,0,0,0,0,50,0,0,0,0,64,15,1,The Forsaken
QUARK,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,15,1,The Forsaken
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
SISKO,19,0,9,0,0,0,0,0,13,0,0,27,50,0,0,0,0,0,0,0,68,15,1,The Forsaken
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,The Forsaken
BASHIR,0,0,0,0,0,0,0,0,2,0,0,51,1,0,0,2,0,0,0,0,32,16,1,Dramatis Personae
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
DAX,0,0,0,0,0,0,0,0,30,0,0,0,19,0,0,3,0,0,0,0,28,16,1,Dramatis Personae
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
KIRA,2,0,30,0,0,0,0,0,8,0,0,27,1,9,0,27,0,0,0,0,57,16,1,Dramatis Personae
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
ODO,51,0,0,0,0,0,0,0,27,0,0,2,12,28,0,14,0,0,0,0,82,16,1,Dramatis Personae
O'BRIEN,1,0,19,0,0,0,0,0,1,0,0,12,6,0,0,27,0,0,0,0,37,16,1,Dramatis Personae
QUARK,0,0,0,0,0,0,0,0,9,0,0,28,0,4,0,0,0,0,0,0,22,16,1,Dramatis Personae
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
SISKO,2,0,3,0,0,0,0,0,27,0,0,14,27,0,0,4,0,0,0,0,48,16,1,Dramatis Personae
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Dramatis Personae
BASHIR,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,0,0,12,17,1,Duet
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
DAX,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,6,0,0,0,0,14,17,1,Duet
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
KIRA,7,0,15,0,0,0,0,0,2,0,0,33,1,0,0,40,0,0,0,0,120,17,1,Duet
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
ODO,7,0,3,0,0,0,0,0,33,0,0,2,1,2,0,12,0,0,0,0,40,17,1,Duet
O'BRIEN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,4,17,1,Duet
QUARK,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,17,1,Duet
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
SISKO,7,0,6,0,0,0,0,0,40,0,0,12,2,0,0,6,0,0,0,0,44,17,1,Duet
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Duet
BASHIR,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,18,1,In the Hands of the Prophets
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
DAX,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,1,0,0,0,0,14,18,1,In the Hands of the Prophets
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
JAKE,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,8,18,1,In the Hands of the Prophets
KEIKO,0,0,0,0,0,0,2,0,8,0,0,2,5,0,0,2,0,26,0,0,24,18,1,In the Hands of the Prophets
KIRA,1,0,0,0,0,0,0,8,0,0,0,4,2,0,0,30,0,0,0,0,24,18,1,In the Hands of the Prophets
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
ODO,1,0,2,0,0,0,0,2,4,0,0,0,18,7,0,1,0,0,0,0,21,18,1,In the Hands of the Prophets
O'BRIEN,1,0,20,0,0,0,0,5,2,0,0,18,8,2,0,12,0,4,0,0,82,18,1,In the Hands of the Prophets
QUARK,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,5,18,1,In the Hands of the Prophets
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
SISKO,1,0,1,0,0,0,13,2,30,0,0,1,12,0,0,4,0,26,0,0,63,18,1,In the Hands of the Prophets
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
WINN,0,0,0,0,0,0,0,26,0,0,0,0,4,0,0,26,0,2,0,0,39,18,1,In the Hands of the Prophets
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,In the Hands of the Prophets
BASHIR,0,0,3,0,0,0,0,0,2,0,0,0,0,6,0,1,0,0,0,0,12,19,2,The Homecoming
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
DAX,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,11,19,2,The Homecoming
DUKAT,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,19,2,The Homecoming
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
JAKE,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,43,0,0,0,0,24,19,2,The Homecoming
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
KIRA,2,0,1,2,0,0,1,0,6,0,0,0,45,26,0,45,0,0,0,0,90,19,2,The Homecoming
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
ODO,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,0,0,0,0,9,19,2,The Homecoming
O'BRIEN,0,0,0,0,0,0,0,0,45,0,0,2,0,0,0,16,0,0,0,0,41,19,2,The Homecoming
QUARK,6,0,0,0,0,0,0,0,26,0,0,1,0,4,8,2,0,0,0,0,25,19,2,The Homecoming
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,19,2,The Homecoming
SISKO,1,0,14,0,0,0,43,0,45,0,0,11,16,2,0,2,0,0,0,0,93,19,2,The Homecoming
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,The Homecoming
BASHIR,2,0,4,0,0,0,0,0,9,0,0,5,2,1,0,7,0,0,0,0,16,20,2,The Circle
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
DAX,4,0,0,0,0,0,0,0,14,0,0,1,6,2,0,5,0,1,0,0,21,20,2,The Circle
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,20,2,The Circle
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
KIRA,9,0,14,0,0,0,0,0,6,0,0,30,3,1,0,22,0,5,0,0,85,20,2,The Circle
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
ODO,5,0,1,0,0,0,0,0,30,0,0,2,2,37,0,1,0,0,0,0,42,20,2,The Circle
O'BRIEN,2,0,6,0,0,0,0,0,3,0,0,2,0,3,0,10,0,0,0,0,15,20,2,The Circle
QUARK,1,0,2,0,0,0,0,0,1,0,0,37,3,0,0,6,0,0,0,0,26,20,2,The Circle
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
SISKO,7,0,5,0,0,0,5,0,22,0,0,1,10,6,0,0,0,0,0,0,68,20,2,The Circle
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
WINN,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,20,2,The Circle
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,The Circle
BASHIR,4,0,0,0,0,0,0,0,0,0,0,0,2,12,0,14,0,0,0,0,22,21,2,The Siege
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,The Siege
DAX,0,0,2,0,0,0,0,0,86,0,0,0,1,0,0,3,0,0,0,0,50,21,2,The Siege
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,The Siege
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,The Siege
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,The Siege
JAKE,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,0,0,0,14,21,2,The Siege
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,21,2,The Siege
KIRA,0,0,86,0,0,0,0,0,10,0,0,0,1,1,0,6,0,1,0,0,67,21,2,The Siege
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,The Siege
NOG,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,9,21,2,The Siege
ODO,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,7,0,0,0,0,10,21,2,The Siege
O'BRIEN,2,0,1,0,0,0,0,9,1,0,0,0,2,0,0,25,0,0,0,0,28,21,2,The Siege
QUARK,12,0,0,0,0,0,0,0,1,0,0,6,0,4,10,10,0,0,0,0,25,21,2,The Siege
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,21,2,The Siege
SISKO,14,0,3,0,0,0,8,0,6,0,0,7,25,10,0,2,0,0,0,0,51,21,2,The Siege
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,The Siege
WINN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,21,2,The Siege
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,The Siege
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,The Siege
BASHIR,6,0,17,0,0,0,0,0,1,0,0,0,2,11,0,6,0,0,0,0,38,22,2,Invasive Procedures
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
DAX,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,21,22,2,Invasive Procedures
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
KIRA,1,0,5,0,0,0,0,0,0,0,0,0,1,6,0,9,0,0,0,0,21,22,2,Invasive Procedures
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
ODO,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,9,22,2,Invasive Procedures
O'BRIEN,2,0,0,0,0,0,0,0,1,0,0,5,2,6,0,9,0,0,0,0,23,22,2,Invasive Procedures
QUARK,11,0,0,0,0,0,0,0,6,0,0,9,6,6,0,1,0,0,0,0,27,22,2,Invasive Procedures
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
SISKO,6,0,6,0,0,0,0,0,9,0,0,0,9,1,0,2,0,0,0,0,75,22,2,Invasive Procedures
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,Invasive Procedures
BASHIR,4,0,2,16,0,58,0,0,1,0,0,3,4,0,0,24,0,0,0,0,75,23,2,Cardassians
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,Cardassians
DAX,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,23,2,Cardassians
DUKAT,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,23,2,Cardassians
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,Cardassians
GARAK,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,23,2,Cardassians
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,Cardassians
KEIKO,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,10,23,2,Cardassians
KIRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23,2,Cardassians
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,Cardassians
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,Cardassians
ODO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,23,2,Cardassians
O'BRIEN,4,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,23,2,Cardassians
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,Cardassians
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,Cardassians
